# Logfile created on 2026-03-28 00:57:08 +0100 by logger.rb/v1.5.3
2026-03-28 00:57:08 +0100: Memory Usage (437524K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic/Layout_and_Related_files/HPA_to_PADS.gds
2026-03-28 00:57:08 +0100: Memory Usage (437524K) : Ruby Version for klayout: 3.2.3
2026-03-28 00:57:09 +0100: Memory Usage (440156K) : Loading database to memory is complete.
2026-03-28 00:57:09 +0100: Memory Usage (440452K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic/Layout_and_Related_files/drc_run_HPA/HPA_to_PADS_HPA_topvia2.lyrdb
2026-03-28 00:57:09 +0100: Memory Usage (440452K) : Evaluate switches.
2026-03-28 00:57:09 +0100: Memory Usage (440452K) : tables selected: topvia2
2026-03-28 00:57:09 +0100: Memory Usage (440452K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-28 00:57:09 +0100: Memory Usage (440452K) : flat mode is enabled.
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : passiv_pdl has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : metal2_drw has 98 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : metal2_pin has 12 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : metal2_mask has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : metal2_filler has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : metal2_nofill has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : metal2_slit has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : metal2_text has 1 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : metal2_opc has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : metal2_noqrc has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : metal2_res has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : metal2_iprobe has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : metal2_diffprb has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : baspoly_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : baspoly_pin has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : psd_drw has 24 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : nldb_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : digibnd_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : via1_drw has 9590 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : backmetal1_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : backmetal1_pin has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : backmetal1_mask has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : backmetal1_filler has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : backmetal1_nofill has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : backmetal1_slit has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : backmetal1_text has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : backmetal1_opc has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : backmetal1_noqrc has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : backmetal1_res has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : backmetal1_iprobe has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : backmetal1_diffprb has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : backpassiv_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : res_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : sram_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : trans_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : ind_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : ind_pin has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : ind_text has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (450444K) : salblock_drw has 7 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451352K) : via2_drw has 10845 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451352K) : metal3_drw has 75 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451352K) : metal3_pin has 13 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451352K) : metal3_mask has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451352K) : metal3_filler has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451352K) : metal3_nofill has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451352K) : metal3_slit has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451352K) : metal3_text has 5 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451352K) : metal3_opc has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451352K) : metal3_noqrc has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451352K) : metal3_res has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451352K) : metal3_iprobe has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451352K) : metal3_diffprb has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451616K) : nwell_drw has 5 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451616K) : nwell_pin has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451616K) : nbulay_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451616K) : nbulay_pin has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451616K) : nbulay_block has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451616K) : emwind_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451616K) : emwind_opc has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451616K) : deepco_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451616K) : deepco_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451616K) : mim_drw has 2 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451616K) : edgeseal_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451880K) : edgeseal_bound has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (451880K) : substrate_drw has 723 polygons
2026-03-28 00:57:09 +0100: Memory Usage (452144K) : substrate_text has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (452144K) : dfpad_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (452144K) : dfpad_pillar has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (452408K) : dfpad_sbump has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (452408K) : thickgateox_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (452408K) : pldb_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (452672K) : pwell_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (452672K) : pwell_pin has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (452936K) : pwell_block has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (452936K) : ic_drw has 0 polygons
2026-03-28 00:57:09 +0100: Memory Usage (456368K) : via3_drw has 14951 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal4_drw has 48 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal4_pin has 3 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal4_mask has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal4_filler has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal4_nofill has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal4_slit has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal4_text has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal4_opc has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal4_noqrc has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal4_res has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal4_iprobe has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal4_diffprb has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : heattrans_drw has 421 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : heatres_drw has 7 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : pempoly_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : fbe_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : empoly_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : ldmos_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : pbiwind_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : digisub_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : nodrc_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : text_drw has 1107 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : via4_drw has 14844 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal5_drw has 39 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal5_pin has 4 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal5_mask has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal5_filler has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal5_nofill has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal5_slit has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal5_text has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal5_opc has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal5_noqrc has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal5_res has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal5_iprobe has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : metal5_diffprb has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : radhard_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : memcap_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : varicap_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : flash_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : intbondvia_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : intbondmet_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : devbondvia_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : devbondmet_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : devtrench_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : redist_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphbot_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphtop_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : antvia1_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : antmetal2_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphcont_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : siwg_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : siwg_filler has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : siwg_nofill has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : sigrating_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : singrating_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphpas_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : emwind3_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : emwihv3_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : redbulay_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : smos_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphpad_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : polimide_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : polimide_pin has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : recog_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : recog_pin has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : recog_esd has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : recog_diode has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : recog_tsv has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : recog_iprobe has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : recog_diffprb has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : recog_pillar has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : recog_sbump has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : recog_otp has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : recog_pdiode has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : recog_mom has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : recog_pcm has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : colopen_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphmetal1_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphmetal1_filler has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphmetal1_nofill has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphmetal1_slit has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphmetal1_opc has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphmet1l_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphmet1l_filler has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphmet1l_nofill has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphmet1l_slit has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphmet1l_opc has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : extblock_drw has 5 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : nldd_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : pldd_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : next_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : pext_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : nexthv_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : pexthv_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : graphgate_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456368K) : sinwg_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456632K) : sinwg_filler has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456632K) : sinwg_nofill has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (456632K) : mempad_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (457688K) : topvia1_drw has 3590 polygons
2026-03-28 00:57:10 +0100: Memory Usage (457688K) : topmetal1_drw has 16 polygons
2026-03-28 00:57:10 +0100: Memory Usage (457688K) : topmetal1_pin has 11 polygons
2026-03-28 00:57:10 +0100: Memory Usage (457688K) : topmetal1_mask has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (457688K) : topmetal1_filler has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (457688K) : topmetal1_nofill has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (457688K) : topmetal1_slit has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (457952K) : topmetal1_text has 1 polygons
2026-03-28 00:57:10 +0100: Memory Usage (457952K) : topmetal1_noqrc has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (457952K) : topmetal1_res has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (458216K) : topmetal1_iprobe has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (458216K) : topmetal1_diffprb has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (458480K) : inldpwl_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (458480K) : polyres_drw has 7 polygons
2026-03-28 00:57:10 +0100: Memory Usage (458480K) : polyres_pin has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (458744K) : vmim_drw has 578 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459008K) : nbulaycut_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459008K) : antmetal1_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459272K) : topvia2_drw has 1024 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459272K) : topmetal2_drw has 4 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459272K) : topmetal2_pin has 1 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : topmetal2_mask has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : topmetal2_filler has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : topmetal2_nofill has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : topmetal2_slit has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : topmetal2_text has 1 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : topmetal2_noqrc has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : topmetal2_res has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : topmetal2_iprobe has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : topmetal2_diffprb has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : snsring_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : sensor_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : snsarms_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : snscmosvia_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : colwind_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : flm_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : hafniumox_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : memvia_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : thinfilmres_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : rfmem_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m2m3 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m2m4 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m2m5 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m2tm1 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m2tm2 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m3m4 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m3m5 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m3tm1 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m3tm2 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m4m5 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m4tm1 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m4tm2 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m5tm1 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m5tm2 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_tm1tm2 has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m1sub has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m2sub has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m3sub has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m4sub has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_m5sub has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_tm1sub has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : norcx_tm2sub has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : snsbotvia_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : snstopvia_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : deepvia_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : fgetch_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : ctrgat_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : fgimp_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : emwihv_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : lbe_drw has 0 polygons
2026-03-28 00:57:10 +0100: Memory Usage (459536K) : alcustop_drw has 0 polygons
