# Logfile created on 2026-03-25 02:33:05 +0100 by logger.rb/v1.5.3
2026-03-25 02:33:05 +0100: Memory Usage (435848K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic_backup/OTA_Telescopic_NO_FLATTEN/Layout_and_Related_files/OTA_Telescopic_TOP_wp.gds
2026-03-25 02:33:05 +0100: Memory Usage (435848K) : Ruby Version for klayout: 3.2.3
2026-03-25 02:33:05 +0100: Memory Usage (435892K) : Loading database to memory is complete.
2026-03-25 02:33:05 +0100: Memory Usage (435892K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic_backup/OTA_Telescopic_NO_FLATTEN/Layout_and_Related_files/drc_run_OTA_Telescopic_TOP_wp/OTA_Telescopic_TOP_wp_OTA_Telescopic_TOP_wp_topvia2.lyrdb
2026-03-25 02:33:05 +0100: Memory Usage (435892K) : Evaluate switches.
2026-03-25 02:33:05 +0100: Memory Usage (435892K) : tables selected: topvia2
2026-03-25 02:33:05 +0100: Memory Usage (435892K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-25 02:33:05 +0100: Memory Usage (435892K) : deep mode is enabled.
2026-03-25 02:33:05 +0100: Memory Usage (437572K) : activ_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (437572K) : activ_iopc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (437572K) : activ_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (437572K) : biwind_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (437572K) : biwind_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438632K) : pemwind_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438632K) : gatpoly_drw has 2679 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438632K) : gatpoly_pin has 377 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438632K) : gatpoly_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438632K) : gatpoly_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438632K) : gatpoly_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438632K) : gatpoly_iopc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438896K) : gatpoly_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438896K) : cont_drw has 24680 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438896K) : cont_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439140K) : nsd_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439140K) : nsd_block has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439140K) : metal1_drw has 7670 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439400K) : metal1_pin has 2038 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439400K) : metal1_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439400K) : metal1_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439400K) : metal1_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439664K) : metal1_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439664K) : metal1_text has 1 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439664K) : metal1_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439664K) : metal1_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439664K) : metal1_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440104K) : metal1_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440104K) : metal1_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440104K) : passiv_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440104K) : passiv_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440368K) : passiv_sbump has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440368K) : passiv_pillar has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440368K) : passiv_pdl has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440368K) : metal2_drw has 1317 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440928K) : metal2_pin has 11 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440928K) : metal2_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440928K) : metal2_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440928K) : metal2_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440928K) : metal2_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441192K) : metal2_text has 6 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441240K) : metal2_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441240K) : metal2_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441240K) : metal2_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441500K) : metal2_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441500K) : metal2_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441500K) : baspoly_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441500K) : baspoly_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441500K) : psd_drw has 1551 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441764K) : nldb_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441764K) : digibnd_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441764K) : via1_drw has 9054 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442088K) : backmetal1_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442088K) : backmetal1_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442088K) : backmetal1_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442088K) : backmetal1_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442088K) : backmetal1_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442352K) : backmetal1_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442352K) : backmetal1_text has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442352K) : backmetal1_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442352K) : backmetal1_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442352K) : backmetal1_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442616K) : backmetal1_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442616K) : backmetal1_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442616K) : backpassiv_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442616K) : res_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442876K) : sram_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442876K) : trans_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442876K) : ind_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442876K) : ind_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443136K) : ind_text has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443136K) : salblock_drw has 7 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443272K) : via2_drw has 4753 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443272K) : metal3_drw has 226 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443272K) : metal3_pin has 8 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443492K) : metal3_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443492K) : metal3_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443492K) : metal3_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443752K) : metal3_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443752K) : metal3_text has 2 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443752K) : metal3_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443752K) : metal3_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443752K) : metal3_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444016K) : metal3_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444016K) : metal3_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444016K) : nwell_drw has 1216 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444016K) : nwell_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444280K) : nbulay_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444280K) : nbulay_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444280K) : nbulay_block has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444396K) : emwind_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444396K) : emwind_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444620K) : deepco_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444620K) : deepco_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444620K) : mim_drw has 2 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444620K) : edgeseal_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444880K) : edgeseal_bound has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444880K) : substrate_drw has 723 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444880K) : substrate_text has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444880K) : dfpad_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444880K) : dfpad_pillar has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445144K) : dfpad_sbump has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445144K) : thickgateox_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445144K) : pldb_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445144K) : pwell_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445144K) : pwell_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445408K) : pwell_block has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445408K) : ic_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445508K) : via3_drw has 4357 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445508K) : metal4_drw has 157 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445768K) : metal4_pin has 3 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445768K) : metal4_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445768K) : metal4_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445768K) : metal4_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445768K) : metal4_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446032K) : metal4_text has 5 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446032K) : metal4_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446032K) : metal4_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446180K) : metal4_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446180K) : metal4_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446180K) : metal4_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446440K) : heattrans_drw has 1555 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446440K) : heatres_drw has 7 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446440K) : pempoly_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446440K) : fbe_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446440K) : empoly_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446692K) : ldmos_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446692K) : pbiwind_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446692K) : digisub_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446952K) : nodrc_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446952K) : text_drw has 1107 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446952K) : via4_drw has 4250 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446952K) : metal5_drw has 107 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447216K) : metal5_pin has 12 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447216K) : metal5_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447216K) : metal5_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447216K) : metal5_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447216K) : metal5_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447480K) : metal5_text has 18 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447480K) : metal5_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447480K) : metal5_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447480K) : metal5_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447480K) : metal5_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447744K) : metal5_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447852K) : radhard_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447852K) : memcap_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447852K) : varicap_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448112K) : flash_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448112K) : intbondvia_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448112K) : intbondmet_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448112K) : devbondvia_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448112K) : devbondmet_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448376K) : devtrench_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448376K) : redist_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448376K) : graphbot_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448376K) : graphtop_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448376K) : antvia1_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448640K) : antmetal2_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448640K) : graphcont_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448640K) : siwg_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448640K) : siwg_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448640K) : siwg_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448904K) : sigrating_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448904K) : singrating_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448904K) : graphpas_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449168K) : emwind3_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449168K) : emwihv3_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449168K) : redbulay_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449168K) : smos_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449168K) : graphpad_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449432K) : polimide_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449432K) : polimide_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449432K) : recog_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449432K) : recog_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449432K) : recog_esd has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449432K) : recog_diode has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449696K) : recog_tsv has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449696K) : recog_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449696K) : recog_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449696K) : recog_pillar has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449696K) : recog_sbump has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449696K) : recog_otp has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449696K) : recog_pdiode has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449960K) : recog_mom has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449960K) : recog_pcm has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449960K) : colopen_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449960K) : graphmetal1_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449960K) : graphmetal1_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449960K) : graphmetal1_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450224K) : graphmetal1_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450224K) : graphmetal1_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450224K) : graphmet1l_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450224K) : graphmet1l_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450224K) : graphmet1l_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450488K) : graphmet1l_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450488K) : graphmet1l_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450488K) : extblock_drw has 21 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450488K) : nldd_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450488K) : pldd_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450752K) : next_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450752K) : pext_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450752K) : nexthv_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450752K) : pexthv_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450752K) : graphgate_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451016K) : sinwg_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451016K) : sinwg_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451016K) : sinwg_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451016K) : mempad_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451016K) : topvia1_drw has 924 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451016K) : topmetal1_drw has 120 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451016K) : topmetal1_pin has 15 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451280K) : topmetal1_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451280K) : topmetal1_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451280K) : topmetal1_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451280K) : topmetal1_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451280K) : topmetal1_text has 4 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451544K) : topmetal1_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451544K) : topmetal1_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451544K) : topmetal1_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451544K) : topmetal1_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451544K) : inldpwl_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451808K) : polyres_drw has 7 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451808K) : polyres_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451808K) : vmim_drw has 578 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451808K) : nbulaycut_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451808K) : antmetal1_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452072K) : topvia2_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452072K) : topmetal2_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452072K) : topmetal2_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452072K) : topmetal2_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452072K) : topmetal2_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452336K) : topmetal2_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452336K) : topmetal2_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452336K) : topmetal2_text has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452336K) : topmetal2_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452336K) : topmetal2_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452600K) : topmetal2_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452600K) : topmetal2_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452600K) : snsring_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452600K) : sensor_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452600K) : snsarms_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452864K) : snscmosvia_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452864K) : colwind_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452864K) : flm_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (452864K) : hafniumox_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453128K) : memvia_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453128K) : thinfilmres_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453128K) : rfmem_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453128K) : norcx_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453128K) : norcx_m2m3 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453392K) : norcx_m2m4 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453392K) : norcx_m2m5 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453392K) : norcx_m2tm1 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453392K) : norcx_m2tm2 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453392K) : norcx_m3m4 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453392K) : norcx_m3m5 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453392K) : norcx_m3tm1 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453392K) : norcx_m3tm2 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453656K) : norcx_m4m5 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453656K) : norcx_m4tm1 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453656K) : norcx_m4tm2 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453656K) : norcx_m5tm1 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453656K) : norcx_m5tm2 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453656K) : norcx_tm1tm2 has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453656K) : norcx_m1sub has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453920K) : norcx_m2sub has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453920K) : norcx_m3sub has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453920K) : norcx_m4sub has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453920K) : norcx_m5sub has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453920K) : norcx_tm1sub has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453920K) : norcx_tm2sub has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (453920K) : snsbotvia_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (454184K) : snstopvia_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (454184K) : deepvia_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (454184K) : fgetch_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (454184K) : ctrgat_drw has 0 polygons
